# rank	seq_id	rel_abund_perc
428	gi|163869641|ref|NC_004037.2|	0.0456266374530021
429	gi|46852132|ref|NC_004148.2|	0.0453779093638021
430	gi|149274319|ref|NC_009597.1|	0.0453715129878021
431	gi|29789895|ref|NC_003291.2|	0.0448054447449021
432	gi|472340437|ref|NC_020846.1|	0.0443737402948021
433	gi|538602661|ref|NC_022250.1|	0.043340266983702
434	gi|352950883|ref|NC_011508.2|	0.043159699475202
435	gi|50428958|ref|NC_006062.1|	0.043016230927402
436	gi|55733722|ref|NC_006445.1|	0.042414556453602
437	gi|20153365|ref|NC_003614.1|	0.041973025060302
438	gi|167832341|ref|NC_010347.1|	0.041812431428502
439	gi|83721693|ref|NC_007667.1|	0.041801460836902
440	gi|39163614|ref|NC_005288.1|	0.041788410141402
441	gi|392972651|ref|NC_018082.1|	0.041693826077102
442	gi|258549715|ref|NC_013228.1|	0.0414494552367019
443	gi|24943162|ref|NC_004366.1|	0.0414004517124019
444	gi|113200755|ref|NC_008301.1|	0.0411056946702019
445	gi|24432115|ref|NC_004356.1|	0.0409727638522019
446	gi|326910936|ref|NC_015150.1|	0.0407395712118019
447	gi|171473648|ref|NC_010537.1|	0.0402697116064019
448	gi|41179217|ref|NC_005355.1|	0.0399697996056019
449	gi|589892611|ref|NC_023597.1|	0.0397810650168019
450	gi|66391236|ref|NC_007038.1|	0.0397355600041019
451	gi|20177465|ref|NC_003642.1|	0.0396115518515019
452	gi|295413972|ref|NC_014084.1|	0.0394013317793018
453	gi|30089981|ref|NC_002198.2|	0.0391102903337018
454	gi|9634221|ref|NC_002169.1|	0.0381458193473018
455	gi|262396916|ref|NC_013463.1|	0.0377758624413018
456	gi|27151463|ref|NC_004442.1|	0.0373286526709017
457	gi|345462093|ref|NC_015932.1|	0.0369868691239017
458	gi|571797924|ref|NC_023311.1|	0.0369427566511017
459	gi|9628874|ref|NC_001721.1|	0.0369333516220017
460	gi|22855185|ref|NC_004169.1|	0.0367881769769017
461	gi|448259945|ref|NC_019925.1|	0.0367618386144017
462	gi|29171762|ref|NC_004634.1|	0.0363143453295017
463	gi|403516098|ref|NC_018530.1|	0.0363050803948017
464	gi|601448486|ref|NC_023849.1|	0.0360005522660017
465	gi|701219332|ref|NC_025396.1|	0.0358990375685017
466	gi|66395965|ref|NC_007058.1|	0.0356855067789017
467	gi|238695156|ref|NC_012741.1|	0.0353146170192017
468	gi|520782953|ref|NC_021628.1|	0.0349303327609016
469	gi|555928265|ref|NC_022623.1|	0.0349241094644016
470	gi|83721705|ref|NC_007673.1|	0.0346248984697016
471	gi|86515321|ref|NC_003604.2|	0.0341326568543016
472	gi|635717078|ref|NC_024115.1|	0.0337209712696016
